Accession ID	Collection date	Submission date	Location
EPI_ISL_446310	2020-04-09	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446309	2020-04-09	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446305	2020-04-09	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446307	2020-04-08	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_444583	2020-03-19	2020-05-14	North America / USA / Illinois / Chicago
EPI_ISL_444581	2020-03-19	2020-05-14	North America / USA / Illinois / Chicago
EPI_ISL_444588	2020-03-21	2020-05-14	North America / USA / Illinois / Chicago
EPI_ISL_444578	2020-03-19	2020-05-14	North America / USA / Illinois / Chicago
EPI_ISL_444595	2020-03-20	2020-05-14	North America / USA / Illinois / Chicago
EPI_ISL_444593	2020-03-20	2020-05-14	North America / USA / Illinois / Chicago
EPI_ISL_444592	2020-03-20	2020-05-14	North America / USA / Illinois / Chicago
EPI_ISL_444597	2020-03-19	2020-05-14	North America / USA / Illinois / Chicago
EPI_ISL_444591	2020-03-20	2020-05-14	North America / USA / Illinois / Chicago
EPI_ISL_444590	2020-03-20	2020-05-14	North America / USA / Illinois / Chicago
EPI_ISL_444589	2020-03-20	2020-05-14	North America / USA / Illinois / Chicago
EPI_ISL_446347	2020-04-11	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446343	2020-04-11	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446340	2020-04-12	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446339	2020-04-10	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446336	2020-04-10	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446332	2020-04-10	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445606	2020-04-05	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445602	2020-04-07	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445617	2020-04-07	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445614	2020-04-04	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445650	2020-04-06	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445651	2020-04-06	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445649	2020-04-08	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445631	2020-04-07	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445641	2020-04-07	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445642	2020-04-06	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445644	2020-04-06	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445638	2020-04-07	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445637	2020-04-08	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446080	2020-04-07	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446083	2020-04-16	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446098	2020-04-07	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446027	2020-04-14	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446024	2020-04-14	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446025	2020-04-14	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446014	2020-04-04	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446067	2020-04-07	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446069	2020-04-07	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446064	2020-04-07	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446060	2020-04-11	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446061	2020-04-11	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446079	2020-04-07	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446072	2020-04-07	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446044	2020-04-10	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446047	2020-04-10	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446040	2020-04-09	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446043	2020-04-10	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445576	2020-04-06	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445573	2020-04-06	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445589	2020-04-05	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445585	2020-04-07	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445552	2020-04-07	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445567	2020-04-06	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445597	2020-04-06	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445594	2020-04-06	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445726	2020-04-10	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445724	2020-04-10	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445741	2020-04-12	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_444407	2020-04-20	2020-05-13	Europe / United Kingdom / England
EPI_ISL_445735	2020-04-13	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445709	2020-04-10	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445702	2020-04-11	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445719	2020-04-09	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445716	2020-04-11	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_444440	2020-04-17	2020-05-13	Europe / United Kingdom / England
EPI_ISL_445775	2020-04-09	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_444443	2020-04-17	2020-05-13	Europe / United Kingdom / England
EPI_ISL_444437	2020-04-18	2020-05-13	Europe / United Kingdom / England
EPI_ISL_444435	2020-04-18	2020-05-13	Europe / United Kingdom / England
EPI_ISL_445767	2020-04-09	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_444452	2020-04-14	2020-05-13	Europe / United Kingdom / England
EPI_ISL_444451	2020-04-15	2020-05-13	Europe / United Kingdom / England
EPI_ISL_444456	2020-04-26	2020-05-13	Asia / India / Gujarat / Ahmedabad
EPI_ISL_444453	2020-04-15	2020-05-13	Europe / United Kingdom / England
EPI_ISL_444446	2020-04-16	2020-05-13	Europe / United Kingdom / England
EPI_ISL_445753	2020-04-13	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445754	2020-04-13	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_444422	2020-04-19	2020-05-13	Europe / United Kingdom / England
EPI_ISL_444420	2020-04-19	2020-05-13	Europe / United Kingdom / England
EPI_ISL_444413	2020-04-20	2020-05-13	Europe / United Kingdom / England
EPI_ISL_444418	2020-04-19	2020-05-13	Europe / United Kingdom / England
EPI_ISL_445747	2020-04-12	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445761	2020-04-12	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446143	2020-04-06	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446146	2020-04-06	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446153	2020-04-07	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446125	2020-04-07	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446121	2020-04-07	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446124	2020-04-07	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446130	2020-04-07	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446187	2020-04-04	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446183	2020-04-04	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446186	2020-04-04	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446182	2020-04-04	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446199	2020-04-06	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446190	2020-04-04	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446192	2020-04-05	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446162	2020-04-07	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446164	2020-04-06	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446160	2020-04-07	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446172	2020-04-07	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446171	2020-04-07	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_444363	2020-04-29	2020-05-13	Europe / United Kingdom / England
EPI_ISL_445697	2020-04-06	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_444362	2020-04-26	2020-05-13	Europe / United Kingdom / England
EPI_ISL_445692	2020-04-05	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_444366	2020-04-27	2020-05-13	Europe / United Kingdom / England
EPI_ISL_444365	2020-04-28	2020-05-13	Europe / United Kingdom / England
EPI_ISL_444360	2020-04-29	2020-05-13	Europe / United Kingdom / England
EPI_ISL_445689	2020-04-06	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_444374	2020-04-29	2020-05-13	Europe / United Kingdom / England
EPI_ISL_444372	2020-04-28	2020-05-13	Europe / United Kingdom / England
EPI_ISL_444371	2020-04-29	2020-05-13	Europe / United Kingdom / England
EPI_ISL_444370	2020-04-28	2020-05-13	Europe / United Kingdom / England
EPI_ISL_444346	2020-04-27	2020-05-13	Europe / United Kingdom / England
EPI_ISL_445671	2020-04-07	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_444337	2020-04-28	2020-05-13	Europe / United Kingdom / England
EPI_ISL_445686	2020-04-06	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445688	2020-04-06	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445681	2020-04-06	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445683	2020-04-06	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445680	2020-04-06	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_444348	2020-04-26	2020-05-13	Europe / United Kingdom / England
EPI_ISL_445678	2020-04-05	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446101	2020-04-07	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_446102	2020-04-07	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_444384	2020-04-27	2020-05-13	Europe / United Kingdom / England
EPI_ISL_444395	2020-04-10	2020-05-13	Europe / United Kingdom / England
EPI_ISL_444398	2020-04-19	2020-05-13	Europe / United Kingdom / England
EPI_ISL_445413	2020-04-03	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445409	2020-04-03	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445422	2020-04-02	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445423	2020-04-02	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445420	2020-04-01	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445419	2020-04-01	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445414	2020-04-03	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445417	2020-04-04	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_444921	2020-03-30	2020-05-14	Europe / Denmark
EPI_ISL_444908	2020-03-28	2020-05-14	Europe / Denmark
EPI_ISL_445398	2020-04-02	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445392	2020-04-02	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445385	2020-04-01	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445500	2020-04-03	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445531	2020-04-02	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445510	2020-04-04	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445507	2020-04-03	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445454	2020-04-03	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445452	2020-04-03	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445448	2020-04-02	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445459	2020-04-02	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445434	2020-04-02	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445428	2020-04-02	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445438	2020-04-03	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445439	2020-04-03	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445494	2020-04-03	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445496	2020-04-03	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445478	2020-04-03	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445470	2020-04-03	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_445481	2020-04-02	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_441223	2020-04-03	2020-05-12	Europe / United Kingdom / England
EPI_ISL_438088	2020-03-23	2020-05-12	Europe / Austria / Vienna
EPI_ISL_433188	2020-04-19	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_440288	2020-03-18	2020-05-12	Europe / United Kingdom / England
EPI_ISL_441888	2020-04-30	2020-05-12	Europe / United Kingdom / England
EPI_ISL_434888	2020-03-24	2020-05-01	North America / USA / Texas
EPI_ISL_434488	2020-04-21	2020-04-29	Europe / Luxembourg
EPI_ISL_445388	2020-04-01	2020-05-16	Europe / United Kingdom / Wales
EPI_ISL_440419	2020-03-14	2020-05-12	Europe / United Kingdom / England
EPI_ISL_436288	2020-03-26	2020-05-06	Europe / Spain / Comunitat Valenciana / Valencia / Quartell
EPI_ISL_437718	2020-04-06	2020-05-11	Asia / Saudi Arabia / Makkah
EPI_ISL_436488	2020-03-26	2020-05-06	North America / USA / Pennsylvania / Allegheny County / Pittsburgh
EPI_ISL_441619	2020-04-04	2020-05-12	Europe / United Kingdom / England
EPI_ISL_443919	2020-03-25	2020-05-12	Europe / United Kingdom / England
EPI_ISL_440223	2020-03-21	2020-05-12	Europe / United Kingdom / England
EPI_ISL_434889	2020-03-24	2020-05-01	North America / USA / Texas
EPI_ISL_435389	2020-04-06	2020-05-04	North America / USA / Utah
EPI_ISL_433389	2020-04-07	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_439189	2020-04-22	2020-05-12	Europe / United Kingdom / Scotland
EPI_ISL_439889	2020-03-24	2020-05-12	Europe / United Kingdom / England
EPI_ISL_441089	2020-04-03	2020-05-12	Europe / United Kingdom / England
EPI_ISL_442089	2020-04-05	2020-05-12	Europe / United Kingdom / England
EPI_ISL_444519	2020-03-12	2020-05-11	North America / USA / New York
EPI_ISL_444719	2020-04-03	2020-05-14	North America / USA / New York / Queens
EPI_ISL_436623	2020-04-25	2020-05-06	North America / USA / Wisconsin / Milwaukee County
EPI_ISL_437461	2020-03-23	2020-05-09	Asia / Saudi Arabia / Makkah
EPI_ISL_438211	2020-04-21	2020-05-12	North America / USA / Washington / Yakima County
EPI_ISL_438164	2020-04-23	2020-05-12	North America / USA / Washington
EPI_ISL_438167	2020-04-23	2020-05-12	North America / USA / Washington
EPI_ISL_438080	2020-03-21	2020-05-12	Europe / Austria / Vienna
EPI_ISL_434180	2020-03-28	2020-04-29	North America / USA / Washington / Yakima County
EPI_ISL_434128	2020-03-26	2020-04-29	North America / USA / Washington / Yakima County
EPI_ISL_434122	2020-03-26	2020-04-29	North America / USA / Washington / Whatcom County
EPI_ISL_434110	2020-04-02	2020-04-29	North America / USA / Washington / Yakima County
EPI_ISL_435583	2020-02-29	2020-05-05	North America / USA / California / Santa Clara County
EPI_ISL_436800	2020-03-10	2020-05-07	North America / USA / Michigan
EPI_ISL_438044	2020-03-15	2020-05-12	Europe / Austria / Vienna
EPI_ISL_437967	2020-03-13	2020-05-12	Europe / Austria / St. Anton
EPI_ISL_437805	2020-03-28	2020-05-11	North America / USA / Washington
EPI_ISL_437815	2020-04-01	2020-05-11	North America / USA / Washington
EPI_ISL_433227	2020-04-01	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_433150	2020-04-16	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_433217	2020-03-31	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_433206	2020-04-02	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_433224	2020-04-01	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_437275	2020-03-30	2020-05-08	Europe / Germany / Bavaria / Munich
EPI_ISL_437576	2020-04-02	2020-05-11	North America / USA / California / San Diego County
EPI_ISL_437223	2020-03-12	2020-05-08	Europe / Germany / Bavaria / Munich
EPI_ISL_437251	2020-03-14	2020-05-08	Europe / Germany / Bavaria / Munich
EPI_ISL_438425	2020-03-30	2020-05-12	Europe / United Kingdom / England
EPI_ISL_433104	2020-04-14	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_433221	2020-04-02	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_433164	2020-04-18	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_434074	2020-04-03	2020-04-29	North America / USA / Washington / King County
EPI_ISL_434137	2020-03-26	2020-04-29	North America / USA / Washington / Yakima County
EPI_ISL_433550	2020-04-01	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_433541	2020-03-31	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_442569	2020-04-11	2020-05-12	Europe / United Kingdom / England
EPI_ISL_433279	2020-03-20	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_433441	2020-04-10	2020-04-29	Europe / United Kingdom / Scotland
EPI_ISL_433949	2020-04-12	2020-04-29	Europe / United Kingdom / England
EPI_ISL_433742	2020-04-06	2020-04-29	Europe / United Kingdom / England
EPI_ISL_434925	2020-03-28	2020-05-01	North America / USA / Texas
EPI_ISL_434660	2020-04-06	2020-04-30	Europe / Sweden / Vastra Gotaland
EPI_ISL_434644	2020-03-10	2020-04-30	Europe / Sweden / Stockholm
EPI_ISL_434545	2020-03-23	2020-04-29	North America / Puerto Rico
EPI_ISL_434597	2020-04-14	2020-04-30	North America / USA / Virginia
EPI_ISL_434555	2020-03-26	2020-04-30	Asia / Philippines / Manila
EPI_ISL_434346	2020-03-31	2020-04-29	North America / USA / Washington / Pierce County
EPI_ISL_434323	2020-03-31	2020-04-29	North America / USA / Washington / Pierce County
EPI_ISL_434276	2020-04-01	2020-04-29	North America / USA / Washington / Yakima County
EPI_ISL_435405	2020-03-22	2020-05-04	Europe / Hungary / Baranya
EPI_ISL_434728	2020-03-16	2020-05-01	North America / USA / Texas
EPI_ISL_437217	2020-04-11	2020-05-08	Europe / Germany / Bavaria / Munich
EPI_ISL_434807	2020-03-20	2020-05-01	North America / USA / Texas
EPI_ISL_434917	2020-03-27	2020-05-01	North America / USA / Texas
EPI_ISL_434919	2020-03-27	2020-05-01	North America / USA / Texas
EPI_ISL_435150	2020-04-08	2020-05-03	Europe / Italy / Abruzzo
EPI_ISL_436205	2020-03-22	2020-05-06	Europe / Spain / Comunitat Valenciana / Valencia / Valencia
EPI_ISL_436472	2020-03-25	2020-05-06	North America / USA / Pennsylvania / Allegheny County / Pittsburgh
EPI_ISL_436482	2020-03-25	2020-05-06	North America / USA / Pennsylvania / Allegheny County / Pittsburgh
EPI_ISL_436239	2020-03-18	2020-05-06	Europe / Spain / Comunitat Valenciana / Valencia / Valencia
EPI_ISL_436314	2020-03-25	2020-05-06	Europe / Spain / Comunitat Valenciana / Valencia / Gandía
EPI_ISL_436923	2020-04-15	2020-05-07	North America / USA / Utah
EPI_ISL_436412	2020-04-14	2020-05-06	Africa / Democratic Republic of the Congo / Kinshasa
EPI_ISL_436938	2020-04-15	2020-05-07	North America / USA / Utah
EPI_ISL_436601	2020-04-15	2020-05-06	North America / USA / Wisconsin / Ozaukee County
EPI_ISL_436100	2020-03-19	2020-05-06	Asia / Taiwan / New Taipei City
EPI_ISL_437658	2020-03-10	2020-05-11	Europe / Denmark
EPI_ISL_437622	2020-01-23	2020-05-08	Asia / Thailand
EPI_ISL_437639	2020-04-02	2020-05-11	Europe / Denmark
EPI_ISL_438009	2020-03-06	2020-05-12	Europe / Austria
EPI_ISL_438013	2020-03-07	2020-05-12	Europe / Austria / Vienna
EPI_ISL_438007	2020-03-05	2020-05-12	Europe / Austria / Vienna
EPI_ISL_438058	2020-03-17	2020-05-12	Europe / Austria / Vienna
EPI_ISL_438046	2020-03-16	2020-05-12	Europe / Austria / Vienna
EPI_ISL_437719	2020-04-06	2020-05-11	Asia / Saudi Arabia / Makkah
EPI_ISL_437603	2020-03-19	2020-05-08	Asia / Thailand
EPI_ISL_437523	2020-04-07	2020-05-11	North America / USA / Oregon / Multnomah County
EPI_ISL_437227	2020-04-13	2020-05-08	Europe / Germany / Bavaria / Munich
EPI_ISL_437350	2020-04-16	2020-05-08	Africa / Democratic Republic of the Congo / Kinshasa
EPI_ISL_437783	2020-04-16	2020-05-11	North America / USA / Virginia
EPI_ISL_438124	2020-03-22	2020-05-12	Europe / Austria / Vienna
EPI_ISL_439063	2020-03-21	2020-05-12	Europe / United Kingdom / Scotland
EPI_ISL_439033	2020-04-25	2020-05-12	Europe / United Kingdom / Scotland
